fsp,ont_id,sn,control_flag,run_state,config_state,match_state,protect_side,description
0/ 0/0,0,BBYC38A9CL19P227,active,,,,yes,The callous incubation markets.
0/ 0/0,1,QENCID6KRRXYJXQ0,active,online,normal,mismatch,no,The imported crack discovers.
0/ 0/0,2,CJLM0YU6MKMG1DUO,active,online,normal,mismatch,no,The temporary hectare prefers.
0/ 0/0,3,GQA66DG2JZXV7Y5S,active,online,normal,mismatch,no,The hesitant solidarity consults.
0/ 0/0,4,EDHHBA4B3EZGB27V,active,online,normal,match,no,The functional identification winds.
0/ 0/0,5,XOY1VN7R2FQEOAEB,active,online,normal,mismatch,no,The squeamish disconnection proposes.
0/ 0/0,6,W6P59JVFXGJ1U0SN,active,online,normal,mismatch,no,The political desire buries.
0/ 0/0,7,UVZSU3C29ONGC7IX,active,offline,initial,initial,no,The brawny print foregos.
0/ 0/0,8,X2FUJQA6X6P1EMOZ,active,online,normal,mismatch,no,The addicted digit understands.
0/ 0/0,9,708ZCUMK87D6LXYV,active,online,normal,match,no,The cuddly sock sniffs.
0/ 0/0,10,NSUSBBI05IRCJM7I,active,online,normal,match,no,The skillful banyan challenges.
0/ 0/0,11,PQ00O4A9IE905F12,active,online,normal,mismatch,no,The nutty manor camps.
0/ 0/0,12,KCKCD54K5BZU2BF1,active,online,normal,mismatch,no,The uninterested destiny flees.
0/ 0/0,13,LB23XVFPQAD1OLH9,active,offline,initial,initial,no,The mere pronoun prays.
0/ 0/0,14,BSGLERF21PTPMS54,active,offline,initial,initial,no,The measly advancement replies.
0/ 0/0,15,A56J1ALIXRWRB0ZH,active,online,normal,match,no,The lean artificer forbids.
0/ 0/0,16,O15IHW8V6VYXJ0CN,active,online,normal,match,no,The steady proximity bes.
0/ 0/0,17,XLGLZB82DIVW4ODW,active,,,,yes,The meek cemetery punishes.
0/ 0/0,18,YKWZ6JNFJVJ9ZDTR,active,online,normal,match,no,The slippery classification illustrates.
0/ 0/0,19,L2J6TR5N3ZCLVXJH,active,online,normal,match,no,The hilarious music-making fears.
0/ 0/0,20,OPJKYZLMUA1H978U,active,online,normal,match,no,The depressed judge crushes.
0/ 0/0,21,N3C20TFHWWZHGF4P,active,online,normal,match,no,The fast cobweb hurries.
0/ 0/0,22,9ZJB1DHIO98Z5U1A,active,online,normal,match,no,The salty astrology lightens.
0/ 0/0,23,YXUNPTLDA6ZUAJC7,active,,,,yes,The scintillating temporary says.
0/ 0/0,24,IUSVY9VNJYFW7PVI,active,offline,initial,initial,no,The mature dare tells.
0/ 0/0,25,A7WD3E5CA7JQH9TM,active,,,,yes,The drab socks targets.
0/ 0/0,26,E5Y442Z07R7TXYCM,active,online,normal,match,no,The overt tow-truck sparkles.
0/ 0/0,27,DEJNV1P7WY10MWZI,active,online,normal,mismatch,no,The godly choice dives.
0/ 0/0,28,TNLXTGPQX9KHXCQ9,active,offline,initial,initial,no,The tan money jams.
0/ 0/0,29,KR7IC3JU8BEV94NR,active,online,normal,mismatch,no,The wakeful brown adopts.
0/ 0/1,0,FBCYQ3M9BCMVR4KN,active,offline,initial,initial,no,The capricious decimal matters.
0/ 0/1,1,FKY3Q7MJL09RZI1V,active,offline,initial,initial,no,The filthy stumbling wets.
0/ 0/1,2,LM5FEWF1SBB47MR6,active,online,normal,mismatch,no,The dashing petition exceeds.
0/ 0/1,3,MK0M8J4RDG9BS5E2,active,,,,yes,The giddy ham delegates.
0/ 0/1,4,EKYASX5OYCKP4F0Z,active,offline,initial,initial,no,The successful island upholds.
0/ 0/1,5,XSJGAT6O1P26EMEF,active,,,,yes,The astonishing quinoa floats.
0/ 0/1,6,VIYLAP0JL1X7O2CZ,active,,,,yes,The innate importance represents.
0/ 0/1,7,642FUEBFWDW355A7,active,online,normal,mismatch,no,The groovy assignment smashes.
0/ 0/1,8,GA3CCBC21LAUNRRH,active,offline,initial,initial,no,The juvenile milkshake orders.
0/ 0/1,9,6ZI27RYM23JW3KA7,active,online,normal,mismatch,no,The round wifi plans.
0/ 0/1,10,3BMZXZQS9Q4E4WUI,active,online,normal,mismatch,no,The bad grid blots.
0/ 0/1,11,DXTLBXBCGD0ITP4S,active,online,normal,mismatch,no,The tan fifth fits.
0/ 0/1,12,2YYSVRPR52R456PS,active,online,normal,match,no,The teeny plug wails.
0/ 0/1,13,91E8XYWD48432OSX,active,offline,initial,initial,no,The scientific stealth moves.
0/ 0/1,14,BB32P0BTCJTRRTSA,active,,,,yes,The ragged cheek waits.
0/ 0/1,15,QC0TRY96JZG0TFI3,active,online,normal,match,no,The gaudy senate accepts.
0/ 0/1,16,39D1YDHB5QAQA8L1,active,online,normal,match,no,The royal rebellion taps.
0/ 0/1,17,KPUGXLYKG8ALZ69T,active,online,normal,mismatch,no,The giant begonia closes.
0/ 0/1,18,HS91J3DRQQKW70IB,active,online,normal,match,no,The cultured window wants.
0/ 0/1,19,RAR7L1TSZEQBEKB9,active,,,,yes,The incompetent address counts.
0/ 0/1,20,VR6JU80RP894F25F,active,online,normal,mismatch,no,The educated maiden teases.
0/ 0/1,21,GTZAT8VATPG1SR63,active,online,normal,match,no,The glamorous oxford transfers.
0/ 0/1,22,QT9GOC1RMRNDPRYY,active,,,,yes,The delightful actress travels.
0/ 0/1,23,FOGDF8AYXVTUBN07,active,offline,initial,initial,no,The direful prayer squashes.
0/ 0/1,24,535Z7TP7DOUJBM07,active,online,normal,match,no,The
0/ 0/1,25,WL7GCTKANBW9QUOV,active,online,normal,mismatch,no,The assorted organ drips.
0/ 0/1,26,J1LUI7FRBR1PCGGE,active,,,,yes,The cautious aspic catches.
0/ 0/1,27,FFT4Q963SQ4U312I,active,online,normal,mismatch,no,The imperfect metric fancies.
0/ 0/2,0,JKQOLLXEAGD4B7FX,active,online,normal,mismatch,no,The mature rhubarb traps.
0/ 0/2,1,OJF780J3LGPRB4XU,active,online,normal,mismatch,no,The puzzled top wastes.
0/ 0/2,2,7NQ8SU0ZKUS481NB,active,,,,yes,The brawny octet wails.
0/ 0/2,3,GZ0958SGXEKSTHRE,active,online,normal,match,no,The tall god relates.
0/ 0/2,4,4PNG27WKX6O2EHQD,active,,,,yes,The torpid mouse administers.
0/ 0/2,5,FE90KETLTF2SDLON,active,offline,initial,initial,no,The quiet technician memorizes.
0/ 0/2,6,6IOKXZCKI1GS1Z8J,active,,,,yes,The ahead conscience delegates.
0/ 0/2,7,XIEW8ED8UQNOIWHC,active,online,normal,mismatch,no,The snobbish hybridisation labels.
0/ 0/2,8,0IQOHYM1Y2T5Y8LB,active,offline,initial,initial,no,The economic cluster scares.
0/ 0/2,9,0I84UR2TWG4MMZ6C,active,online,normal,match,no,The amuck furry heals.
0/ 0/2,10,JHAFSLNTF3XEI7RU,active,,,,yes,The organic object claims.
0/ 0/2,11,CVCKJJKOE2W0YAC5,active,offline,initial,initial,no,The dangerous contractor auditeds.
0/ 0/2,12,OI98965WFMB5E39J,active,offline,initial,initial,no,The piquant array yawns.
0/ 0/2,13,GU08DRF7YH25T662,active,,,,yes,The helpless morning suspects.
0/ 0/2,14,K13EXLUON1CLDRFM,active,,,,yes,The ad hoc reindeer strokes.
0/ 0/3,0,993TTBZTGX3U9SGB,active,,,,yes,The guttural studio spits.
0/ 0/3,1,D7KSV334TFJNX4YQ,active,online,normal,mismatch,no,The lowly slip calls.
0/ 0/3,2,NXZODVZCC5294HRY,active,,,,yes,The pleasant visitor groans.
0/ 0/3,3,A5CT2NK1CD469G2R,active,offline,initial,initial,no,The depressed webpage practices.
0/ 0/3,4,1BBZ88JCD8HH7GEU,active,online,normal,match,no,The wanting thinking whips.
0/ 0/3,5,DR0JK6DMRFH4BFCQ,active,online,normal,match,no,The victorious woodwind confesses.
0/ 0/3,6,VE9ZUFRSQDI10EP1,active,,,,yes,The changeable right negotiates.
0/ 0/3,7,XJT1ZRKSG2N6J49P,active,online,normal,match,no,The obscene contrary describes.
0/ 0/3,8,NWGDEMSCSEJ2LTH5,active,,,,yes,The humdrum spreadsheet worries.
0/ 0/3,9,8XQYSU4V704CGWR2,active,online,normal,mismatch,no,The narrow hose overdos.
0/ 0/4,0,HHB1NWQY42HL0O0T,active,online,normal,mismatch,no,The melted hacksaw kisses.
0/ 0/4,1,QZ4FVD4HRAXX861J,active,online,normal,mismatch,no,The breezy eaglet pricks.
0/ 0/4,2,SMAUHBJ1FQH1E7OA,active,online,normal,mismatch,no,The enthusiastic external crawls.
0/ 0/4,3,XSVWDP23D2V0QP9F,active,online,normal,mismatch,no,The absurd respect prevents.
0/ 0/4,4,923M50NNQEHKXSUM,active,online,normal,mismatch,no,The grandiose sanctity misspells.
0/ 0/4,5,3FAVDFNSMYA096SF,active,online,normal,mismatch,no,The lackadaisical meringue presents.
0/ 0/4,6,99MW975F5EOIUSUG,active,,,,yes,The bewildered suet eliminates.
0/ 0/4,7,4CTCP69X74ENDJPE,active,offline,initial,initial,no,The voiceless accord bats.
0/ 0/4,8,5TSJ8N8T4A6IUUP2,active,online,normal,mismatch,no,The functional admission inspects.
0/ 0/4,9,1CZDMUWRR50P8R3H,active,offline,initial,initial,no,The imminent scimitar questions.
0/ 0/4,10,RL27KMTXX95BU179,active,offline,initial,initial,no,The groovy canon feeds.
0/ 0/4,11,R5ULJR24IZHCN01U,active,online,normal,match,no,The wonderful tension scrapes.
0/ 0/4,12,KPMZXRNEZ5GU86ZA,active,offline,initial,initial,no,The abandoned hunter assesses.
0/ 0/4,13,87AH9X17KPAVI6KN,active,online,normal,mismatch,no,The resolute procedure heals.
0/ 0/4,14,5YCJWVBWPC63X85Y,active,,,,yes,The unarmed alder repairs.
0/ 0/4,15,ZGUCWGGT2LRKI7IS,active,offline,initial,initial,no,The hilarious practice dances.
0/ 0/4,16,MO8G63ATL90MQ9JI,active,,,,yes,The uttermost shift recognizes.
0/ 0/4,17,GIAIGGXX06LAABRN,active,,,,yes,The belligerent tough-guy nests.
0/ 0/4,18,5JGKQYIMU05BIRZA,active,offline,initial,initial,no,The handsome median extends.
0/ 0/4,19,KQFMT92QHK8UZC3K,active,,,,yes,The blue-eyed conscience structures.
0/ 0/4,20,NDOUKY34GNS4L7LF,active,offline,initial,initial,no,The overconfident tectonics paints.
0/ 0/4,21,7G3PGVAYF6I1OOKX,active,,,,yes,The great toga milks.
0/ 0/4,22,23K696LP98W5YN23,active,offline,initial,initial,no,The adaptable cohesion strips.
0/ 0/4,23,QDX9U1KTO11DC17A,active,,,,yes,The ragged attraction adopts.
0/ 0/4,24,NZF1J8IJO3GWQ2MR,active,,,,yes,The wacky scrap bubbles.
0/ 0/4,25,HL7S69JDZOL5S6MQ,active,,,,yes,The rhetorical aspect clothes.
0/ 0/5,0,M17W01UKMUM9XGMS,active,offline,initial,initial,no,The festive disregard grins.
0/ 0/5,1,SC58ISHGGIPG2R1K,active,online,normal,mismatch,no,The acrid champion hands.
0/ 0/5,2,7623X2K8CB1GUZJ7,active,online,normal,match,no,The earthy infix dives.
0/ 0/5,3,1I1EB4S1T3Q45F88,active,,,,yes,The smelly headquarters bleeds.
0/ 0/5,4,YDRSQ1IE3B7ALWCF,active,online,normal,match,no,The comfortable cable carries.
0/ 0/5,5,3OJ4CX57EPBJTPE9,active,online,normal,match,no,The wee place paints.
0/ 0/5,6,7JTGI9WEGA03J2KZ,active,,,,yes,The crabby insight pedals.
0/ 0/5,7,R7WRBL0CRMGMJMOQ,active,online,normal,match,no,The mammoth mess predicts.
0/ 0/5,8,1ZZK5IYA4CTPSAJJ,active,offline,initial,initial,no,The tasty tap loses.
0/ 0/5,9,WSBXWNZPC7K7O5CI,active,online,normal,mismatch,no,The sore raincoat restoreds.
0/ 0/5,10,XMS7QCRQYHS28DCQ,active,,,,yes,The breakable denim smites.
0/ 0/5,11,MHH2NZ2FRWQC4KVI,active,online,normal,match,no,The gainful fusarium arbitrates.
0/ 0/5,12,91SJ6GMG7KCI8OH9,active,online,normal,match,no,The magical comb rejects.
0/ 0/5,13,9PVBJ37JJO1BLGBC,active,online,normal,mismatch,no,The entertaining raft enhances.
0/ 0/5,14,WRUCGAKPKW5A4KB2,active,,,,yes,The vast feng invites.
0/ 0/5,15,QM14C09PDERYP3MU,active,offline,initial,initial,no,The average incident hugs.
0/ 0/5,16,IJDEFCHTANPK7PMR,active,,,,yes,The rural tambour warms.
0/ 0/5,17,PIEY066WAOUWE4J6,active,online,normal,mismatch,no,The workable mailing fancies.
0/ 0/5,18,FN1YQTJD7GP52NCL,active,offline,initial,initial,no,The astonishing regime fills.
0/ 0/5,19,ENN2YCHUEAKJEUKE,active,offline,initial,initial,no,The fluffy commotion weaves.
0/ 0/5,20,DOLN629N8MEUTG3R,active,online,normal,mismatch,no,The few rope rushes.
0/ 0/5,21,FEFB3GPGF8FXO3WE,active,offline,initial,initial,no,The fantastic mapping forgives.
0/ 0/5,22,6FRT9VFFZ0LGIVNK,active,offline,initial,initial,no,The bright hop steers.
0/ 0/5,23,N65XNXU033XAKYRH,active,online,normal,match,no,The ambitious netbook snows.
0/ 0/5,24,Q3N33KNSHL1PZ46T,active,offline,initial,initial,no,The panoramic algebra listens.
0/ 0/6,0,57PPFTEU34WCLPSH,active,online,normal,mismatch,no,The eatable newsprint controls.
0/ 0/6,1,2EC9LC7EUTW53WTG,active,offline,initial,initial,no,The ubiquitous agriculture belongs.
0/ 0/6,2,FDJUG5QXP465IYGY,active,online,normal,mismatch,no,The unbecoming petitioner hands.
0/ 0/6,3,HLKKQ5QKSWEBKYPT,active,,,,yes,The small leader pricks.
0/ 0/6,4,ZX6LJ7Y2RYZLML5T,active,online,normal,match,no,The fascinated collision generates.
0/ 0/6,5,RFXEOZEOJ8JQUNHN,active,,,,yes,The husky curtain commands.
0/ 0/6,6,ORYE8VFDBFRYIUAL,active,online,normal,mismatch,no,The late patroller presets.
0/ 0/6,7,H5TF4VM699IAXPEC,active,online,normal,mismatch,no,The ceaseless proponent cracks.
0/ 0/6,8,NXGSTIQPKFDAXI0H,active,online,normal,mismatch,no,The overrated ketch rains.
0/ 0/6,9,LO1EU7Q2NQXY5AKW,active,online,normal,mismatch,no,The handsome hiccups burns.
0/ 0/6,10,7YLJN22XMKVU9EX0,active,offline,initial,initial,no,The healthy self-confidence lifteds.
0/ 0/6,11,YPV0LTBSYAZ8WUWJ,active,online,normal,match,no,The bawdy relative backs.
0/ 0/6,12,65V5SPS1DSST573K,active,,,,yes,The cowardly peacock gives.
0/ 0/6,13,QXJ3WEJYXABR9RLV,active,offline,initial,initial,no,The incompetent psychiatrist kicks.
0/ 0/6,14,N39327MEU3Z549E3,active,offline,initial,initial,no,The creepy consent handwrites.
0/ 0/6,15,OIJS8MDUDLZE5OWC,active,online,normal,match,no,The finicky skullcap owns.
0/ 0/6,16,FQGWPXQ2SIX7IIM7,active,online,normal,match,no,The faithful humor boasts.
0/ 0/6,17,NL3UUR5P9Y4OGH8N,active,online,normal,match,no,The credible civilisation modifies.
0/ 0/6,18,7OAM3LAMO9GM9C4W,active,offline,initial,initial,no,The acceptable trader cries.
0/ 0/6,19,U7HLHKV5NR8RYJWF,active,offline,initial,initial,no,The homeless maracas lives.
0/ 0/6,20,T4RJ9ZUHZQACPC3Z,active,online,normal,mismatch,no,The brainy supreme owes.
0/ 0/6,21,RATUIF4SQK6HMZSR,active,online,normal,match,no,The nondescript caftan editeds.
0/ 0/6,22,NWVGIB5D26R2EV4T,active,offline,initial,initial,no,The temporary waitress carries.
0/ 0/7,0,SR0KDSG1P01STPPT,active,,,,yes,The abrupt flare says.
0/ 0/7,1,BJD9KAA8IN6BEPKG,active,,,,yes,The decorous deposit glows.
0/ 0/7,2,1G94FMLSRLI6F503,active,,,,yes,The overt lapdog designs.
0/ 0/7,3,30LKYJCYED7O3JJB,active,online,normal,mismatch,no,The woozy gynaecology manages.
0/ 0/7,4,6ZB9J7OVD075C73R,active,,,,yes,The knowledgeable timbale subtracts.
0/ 0/7,5,7CEDRYGMK6OOW2GO,active,online,normal,match,no,The aback intentionality folds.
0/ 0/7,6,1B4P6VIG5B2X5ND5,active,offline,initial,initial,no,The penitent weekend studies.
0/ 0/7,7,C8EJLLPT9RGVJRFW,active,online,normal,match,no,The maniacal blessing counts.
0/ 0/7,8,4W480HZEY1Q0F58A,active,offline,initial,initial,no,The anxious airspace grabs.
0/ 0/7,9,96Y4OH6J669JB60D,active,online,normal,mismatch,no,The super tick solves.
0/ 0/7,10,X8Q3E8I0REVP286G,active,,,,yes,The melted pantry excuses.
0/ 0/7,11,V0P9KC41Q6QOEZZ0,active,online,normal,mismatch,no,The petite committee collects.
0/ 0/7,12,ALL8MR6DWCQ812SZ,active,,,,yes,The faulty fail itches.
0/ 0/7,13,UA1SXE7EYK9O5UAI,active,online,normal,mismatch,no,The charming cue exists.
0/ 0/7,14,8X9B9FNCIBB84QHB,active,online,normal,match,no,The receptive rice diagnoses.
0/ 0/7,15,C6TO9XLJED1P3WV5,active,online,normal,mismatch,no,The womanly ecliptic shops.
0/ 0/7,16,FCI5SXBGSOGFAMTW,active,offline,initial,initial,no,The towering prosperity mends.
0/ 0/7,17,SPC18VFG4LOEYNTR,active,,,,yes,The grieving veneer stuffs.
0/ 0/7,18,Y3GV75SV4LPRWS6U,active,online,normal,mismatch,no,The lacking majority spreads.